19:19:08,1.5,1.25,3.0,5.75,20.75
19:19:19,1.5,1.75,2.25,5.25,21.0
19:19:30,1.25,1.5,3.25,5.75,20.5
19:19:40,1.75,1.0,3.0,5.75,21.5
19:19:51,1.75,1.5,2.75,5.25,20.75
19:20:02,1.25,1.25,2.75,4.25,21.5
19:20:13,2.0,1.5,3.25,4.75,21.0
19:20:24,1.75,1.0,3.0,4.5,21.5
19:20:35,1.5,1.25,2.25,5.0,21.25
19:20:46,1.0,1.5,3.0,4.5,21.5
19:20:57,1.75,1.5,3.25,4.5,21.25
19:21:08,1.5,1.25,3.0,4.5,21.5
19:21:18,1.5,1.75,2.75,4.5,21.5
19:21:29,1.25,1.5,3.0,4.0,21.25
19:21:40,1.0,1.0,3.0,4.5,21.25
19:21:51,1.75,1.5,3.0,4.0,21.25
19:22:02,1.25,1.5,3.0,4.0,21.5
19:22:13,1.25,1.5,3.0,4.0,21.25
19:22:24,1.5,1.5,3.0,4.0,21.25
19:22:35,1.25,1.5,3.0,4.25,21.25
19:22:46,1.25,1.5,3.0,4.0,21.25
19:22:56,1.5,1.0,2.5,3.25,21.5
19:23:07,1.0,1.25,2.5,3.75,21.25
19:23:18,1.25,1.0,2.5,3.75,21.5
19:23:29,1.5,1.5,3.0,3.75,21.0
19:23:40,1.5,1.5,3.0,3.75,21.25
19:23:51,1.5,1.25,3.0,3.5,21.0
19:24:02,1.5,1.5,3.0,3.75,21.25
19:24:13,1.5,1.5,2.75,3.25,21.5
19:24:24,1.5,1.5,2.5,3.75,21.0
19:24:34,1.25,1.25,2.75,3.75,21.0
19:24:45,1.5,1.75,2.75,3.25,21.25
19:24:56,1.0,1.25,3.25,3.25,21.25
19:25:07,1.75,1.25,3.25,3.5,21.5
19:25:18,1.5,1.5,3.25,3.5,21.25
19:25:29,1.25,1.75,2.75,3.5,21.5
19:25:40,1.5,1.5,3.0,3.5,21.5
19:25:51,1.5,1.5,3.0,3.25,21.0
19:26:02,1.25,1.5,2.75,3.75,21.25
19:26:12,1.25,1.5,3.0,3.25,21.5
19:26:23,1.25,1.5,2.5,3.25,21.25
19:26:34,1.5,1.25,3.0,3.5,21.5
19:26:45,1.25,1.75,3.0,3.5,21.5
19:26:56,1.0,1.75,2.25,3.25,21.0
19:27:07,1.5,0.75,2.75,3.25,21.25
19:27:18,1.25,1.5,2.75,3.25,21.25
19:27:29,1.0,1.0,3.0,3.5,21.25
19:27:40,1.5,1.25,3.25,3.0,21.25
19:27:50,1.0,1.75,3.0,3.25,21.25
19:28:01,1.0,1.75,2.75,3.25,21.25
19:28:12,1.5,1.75,3.0,3.0,21.0
19:28:23,1.25,1.5,2.75,3.25,21.25
19:28:34,1.25,2.0,2.5,3.25,21.25
19:28:45,1.25,1.75,3.25,3.5,21.25
19:28:56,1.75,2.0,2.5,3.5,21.25
19:29:07,1.5,1.5,3.25,3.5,21.25
19:29:18,1.5,1.75,3.25,3.75,21.25
19:29:28,1.0,1.5,3.25,3.75,21.5
19:29:39,1.25,1.75,3.0,3.75,21.25
19:29:50,0.75,1.5,2.75,3.75,21.25
19:30:01,1.5,1.75,3.25,3.5,21.0
19:30:12,1.5,2.0,3.25,3.25,21.0
19:30:23,1.75,1.25,3.0,3.75,21.25
19:30:34,1.0,1.75,3.25,3.25,20.75
19:30:45,1.5,1.25,3.0,3.25,21.25
19:30:56,1.25,1.75,3.25,3.75,20.5
19:31:06,1.75,2.0,3.25,3.75,21.25
19:31:17,1.75,2.0,3.25,3.5,20.75
19:31:28,1.5,2.0,2.75,3.75,21.25
19:31:39,1.5,1.75,3.25,3.5,21.0
19:31:50,1.5,2.0,3.25,3.75,21.25
19:32:01,2.0,2.0,3.0,4.0,21.0
19:32:12,0.75,1.75,3.25,2.75,21.25
19:32:23,1.75,1.5,3.25,3.75,21.0
19:32:34,1.5,2.0,2.75,3.75,20.75
19:32:44,1.5,1.25,3.25,4.0,20.75
19:32:55,1.5,1.5,3.25,4.0,21.0
19:33:06,1.5,2.0,3.25,4.0,21.25
19:33:17,1.25,2.0,2.75,3.75,20.75
19:33:28,1.75,2.0,2.75,4.0,21.25
19:33:39,1.75,2.0,3.25,3.75,20.5
19:33:50,1.25,2.0,3.25,3.75,21.0
19:34:01,1.75,2.0,3.25,3.5,21.25
19:34:12,1.75,2.0,3.25,3.5,20.75
19:34:22,1.25,2.0,3.0,4.0,21.25
19:34:33,1.75,1.75,2.75,4.25,21.0
19:34:44,1.75,1.75,3.0,4.25,21.0
19:34:55,1.5,2.0,3.0,4.0,21.25
19:35:06,1.75,1.75,3.75,4.25,21.0
19:35:17,1.25,1.5,3.0,4.0,21.0
19:35:28,1.75,2.0,3.25,4.0,21.0
19:35:39,1.0,2.25,3.0,3.5,20.75
19:35:50,2.0,1.5,3.25,4.5,20.5
19:36:00,1.75,2.25,3.0,4.0,20.75
19:36:11,2.0,2.25,3.25,4.0,20.75
19:36:22,1.25,2.25,3.5,4.25,21.25
19:36:33,1.5,1.75,3.5,4.0,21.25
19:36:44,1.75,1.75,3.25,4.25,21.25
19:36:55,1.5,2.25,3.25,4.0,21.0
19:37:06,2.0,2.5,3.25,4.0,20.75
19:37:17,1.5,2.0,3.25,4.25,21.0
19:37:28,1.75,2.5,3.75,4.25,20.75
19:37:38,0.0,2.25,3.25,14.25,21.0
19:37:49,0.0,2.5,3.5,14.0,21.0
19:38:00,0.0,2.0,3.25,13.75,20.75
19:38:11,0.0,2.25,3.5,13.25,22.25
19:38:22,0.0,1.5,3.25,14.0,23.25
19:38:33,0.0,2.25,3.5,14.25,24.75
19:38:44,0.0,2.5,3.5,14.0,26.75
19:38:55,0.0,2.25,3.25,14.0,28.5
19:39:05,1.5,2.75,3.0,8.25,30.25
19:39:16,1.5,2.75,3.25,4.25,32.75
19:39:27,0.0,1.75,3.25,12.0,34.75
19:39:38,0.0,1.75,3.25,7.5,37.25
19:39:49,1.5,2.25,3.0,4.75,39.75
19:40:00,0.0,2.25,2.75,10.25,41.75
19:40:11,0.0,1.5,3.0,11.5,44.25
19:40:21,0.0,2.25,3.0,7.5,47.0
19:40:32,0.75,2.5,3.25,3.75,49.0
19:40:43,0.0,2.0,3.5,9.25,51.0
19:40:54,0.0,2.25,3.5,5.0,53.5
19:41:05,1.0,2.75,3.25,4.0,56.0
19:41:16,0.0,2.5,2.75,4.75,58.25
19:41:27,0.0,1.75,3.5,11.0,60.25
19:41:38,1.5,2.25,3.5,3.25,63.25
19:41:48,0.0,2.0,3.0,4.75,65.0
19:41:59,0.5,3.0,3.75,3.25,67.25
19:42:10,3.0,3.25,4.0,4.5,70.25
19:42:21,4.0,4.5,5.5,5.75,73.0
19:42:32,5.75,5.25,6.5,6.5,75.25
